"region"	"boligtype"	"kvartal"	"Gjennomsnittlig kvadratmeterpris (kr)"	"Antall boligomsetninger"
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2009K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2010K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2010K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2010K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2010K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2011K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2011K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2011K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2011K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2012K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2012K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2012K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2012K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2013K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2013K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2013K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2013K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2014K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2014K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2014K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2014K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2015K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2015K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2015K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2015K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2016K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2016K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2016K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2016K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2017K1"	24193	92
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2017K2"	23551	165
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2017K3"	22449	104
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2017K4"	23172	72
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2018K1"	23044	55
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2018K2"	27786	181
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2018K3"	25920	118
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2018K4"	24261	100
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2019K1"	23731	95
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2019K2"	26918	163
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2019K3"	24587	132
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2019K4"	24617	87
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2020K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2020K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2020K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2020K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2021K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2021K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2021K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2021K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2022K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2022K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2022K3"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2022K4"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2023K1"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2023K2"	.	.
"0710 Sandefjord (2017-2019)"	"Eneboliger"	"2023K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2006K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2006K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2006K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2006K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2007K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2007K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2007K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2007K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2008K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2008K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2008K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2008K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2009K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2009K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2009K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2009K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2010K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2010K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2010K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2010K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2011K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2011K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2011K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2011K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2012K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2012K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2012K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2012K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2013K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2013K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2013K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2013K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2014K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2014K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2014K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2014K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2015K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2015K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2015K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2015K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2016K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2016K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2016K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2016K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2017K1"	22377	28
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2017K2"	23980	35
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2017K3"	23016	28
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2017K4"	22252	28
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2018K1"	23480	26
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2018K2"	23597	42
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2018K3"	23809	27
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2018K4"	24602	37
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2019K1"	23637	35
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2019K2"	25498	35
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2019K3"	25747	40
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2019K4"	25112	27
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2020K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2020K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2020K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2020K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2021K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2021K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2021K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2021K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2022K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2022K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2022K3"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2022K4"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2023K1"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2023K2"	.	.
"0710 Sandefjord (2017-2019)"	"Sm�hus"	"2023K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2006K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2006K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2006K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2006K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2007K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2007K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2007K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2007K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2008K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2008K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2008K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2008K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2009K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2009K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2009K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2009K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2010K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2010K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2010K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2010K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2011K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2011K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2011K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2011K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2012K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2012K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2012K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2012K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2013K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2013K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2013K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2013K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2014K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2014K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2014K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2014K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2015K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2015K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2015K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2015K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2016K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2016K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2016K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2016K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2017K1"	34930	39
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2017K2"	36222	51
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2017K3"	35486	54
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2017K4"	34546	45
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2018K1"	35241	36
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2018K2"	35404	61
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2018K3"	36010	51
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2018K4"	35676	47
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2019K1"	36253	54
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2019K2"	36348	54
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2019K3"	41198	57
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2019K4"	36946	38
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2020K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2020K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2020K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2020K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2021K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2021K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2021K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2021K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2022K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2022K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2022K3"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2022K4"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2023K1"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2023K2"	.	.
"0710 Sandefjord (2017-2019)"	"Blokkleiligheter"	"2023K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2006K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2006K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2006K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2006K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2007K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2007K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2007K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2007K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2008K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2008K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2008K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2008K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2009K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2009K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2009K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2009K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2010K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2010K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2010K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2010K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2011K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2011K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2011K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2011K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2012K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2012K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2012K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2012K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2013K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2013K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2013K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2013K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2014K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2014K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2014K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2014K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2015K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2015K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2015K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2015K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2016K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2016K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2016K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2016K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2017K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2017K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2017K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2017K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2018K1"	21344	49
"0712 Larvik (2018-2019)"	"Eneboliger"	"2018K2"	22202	116
"0712 Larvik (2018-2019)"	"Eneboliger"	"2018K3"	21361	95
"0712 Larvik (2018-2019)"	"Eneboliger"	"2018K4"	21887	76
"0712 Larvik (2018-2019)"	"Eneboliger"	"2019K1"	22730	84
"0712 Larvik (2018-2019)"	"Eneboliger"	"2019K2"	22127	124
"0712 Larvik (2018-2019)"	"Eneboliger"	"2019K3"	23499	94
"0712 Larvik (2018-2019)"	"Eneboliger"	"2019K4"	22562	85
"0712 Larvik (2018-2019)"	"Eneboliger"	"2020K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2020K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2020K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2020K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2021K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2021K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2021K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2021K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2022K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2022K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2022K3"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2022K4"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2023K1"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2023K2"	.	.
"0712 Larvik (2018-2019)"	"Eneboliger"	"2023K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2006K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2006K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2006K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2006K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2007K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2007K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2007K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2007K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2008K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2008K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2008K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2008K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2009K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2009K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2009K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2009K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2010K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2010K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2010K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2010K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2011K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2011K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2011K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2011K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2012K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2012K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2012K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2012K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2013K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2013K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2013K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2013K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2014K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2014K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2014K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2014K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2015K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2015K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2015K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2015K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2016K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2016K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2016K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2016K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2017K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2017K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2017K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2017K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2018K1"	24456	14
"0712 Larvik (2018-2019)"	"Sm�hus"	"2018K2"	22385	22
"0712 Larvik (2018-2019)"	"Sm�hus"	"2018K3"	24638	19
"0712 Larvik (2018-2019)"	"Sm�hus"	"2018K4"	21041	17
"0712 Larvik (2018-2019)"	"Sm�hus"	"2019K1"	24140	17
"0712 Larvik (2018-2019)"	"Sm�hus"	"2019K2"	25650	30
"0712 Larvik (2018-2019)"	"Sm�hus"	"2019K3"	24559	31
"0712 Larvik (2018-2019)"	"Sm�hus"	"2019K4"	25627	18
"0712 Larvik (2018-2019)"	"Sm�hus"	"2020K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2020K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2020K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2020K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2021K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2021K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2021K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2021K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2022K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2022K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2022K3"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2022K4"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2023K1"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2023K2"	.	.
"0712 Larvik (2018-2019)"	"Sm�hus"	"2023K3"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2006K1"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2006K2"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2006K3"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2006K4"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2007K1"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2007K2"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2007K3"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2007K4"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2008K1"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2008K2"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2008K3"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2008K4"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2009K1"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2009K2"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2009K3"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2009K4"	.	.
"0712 Larvik (2018-2019)"	"Blokkleiligheter"	"2010K1"	.	.
