"region"	"boligtype"	"kvartal"	"Gjennomsnittlig kvadratmeterpris (kr)"	"Antall boligomsetninger"
"0104 Moss (-2019)"	"Sm�hus"	"2011K3"	..	6
"0104 Moss (-2019)"	"Sm�hus"	"2011K4"	18935	13
"0104 Moss (-2019)"	"Sm�hus"	"2012K1"	..	9
"0104 Moss (-2019)"	"Sm�hus"	"2012K2"	20267	16
"0104 Moss (-2019)"	"Sm�hus"	"2012K3"	..	2
"0104 Moss (-2019)"	"Sm�hus"	"2012K4"	20206	15
"0104 Moss (-2019)"	"Sm�hus"	"2013K1"	..	8
"0104 Moss (-2019)"	"Sm�hus"	"2013K2"	20276	18
"0104 Moss (-2019)"	"Sm�hus"	"2013K3"	..	5
"0104 Moss (-2019)"	"Sm�hus"	"2013K4"	21956	12
"0104 Moss (-2019)"	"Sm�hus"	"2014K1"	22554	17
"0104 Moss (-2019)"	"Sm�hus"	"2014K2"	21099	16
"0104 Moss (-2019)"	"Sm�hus"	"2014K3"	20665	11
"0104 Moss (-2019)"	"Sm�hus"	"2014K4"	23140	10
"0104 Moss (-2019)"	"Sm�hus"	"2015K1"	21780	10
"0104 Moss (-2019)"	"Sm�hus"	"2015K2"	22796	17
"0104 Moss (-2019)"	"Sm�hus"	"2015K3"	21796	13
"0104 Moss (-2019)"	"Sm�hus"	"2015K4"	..	8
"0104 Moss (-2019)"	"Sm�hus"	"2016K1"	23892	13
"0104 Moss (-2019)"	"Sm�hus"	"2016K2"	25690	25
"0104 Moss (-2019)"	"Sm�hus"	"2016K3"	26127	11
"0104 Moss (-2019)"	"Sm�hus"	"2016K4"	24296	16
"0104 Moss (-2019)"	"Sm�hus"	"2017K1"	..	8
"0104 Moss (-2019)"	"Sm�hus"	"2017K2"	31008	14
"0104 Moss (-2019)"	"Sm�hus"	"2017K3"	31164	10
"0104 Moss (-2019)"	"Sm�hus"	"2017K4"	28860	11
"0104 Moss (-2019)"	"Sm�hus"	"2018K1"	..	5
"0104 Moss (-2019)"	"Sm�hus"	"2018K2"	33976	17
"0104 Moss (-2019)"	"Sm�hus"	"2018K3"	29705	15
"0104 Moss (-2019)"	"Sm�hus"	"2018K4"	26446	15
"0104 Moss (-2019)"	"Sm�hus"	"2019K1"	28942	13
"0104 Moss (-2019)"	"Sm�hus"	"2019K2"	30736	16
"0104 Moss (-2019)"	"Sm�hus"	"2019K3"	30093	18
"0104 Moss (-2019)"	"Sm�hus"	"2019K4"	..	5
"0104 Moss (-2019)"	"Sm�hus"	"2020K1"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2020K2"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2020K3"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2020K4"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2021K1"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2021K2"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2021K3"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2021K4"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2022K1"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2022K2"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2022K3"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2022K4"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2023K1"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2023K2"	.	.
"0104 Moss (-2019)"	"Sm�hus"	"2023K3"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2006K1"	23007	40
"0104 Moss (-2019)"	"Blokkleiligheter"	"2006K2"	22882	23
"0104 Moss (-2019)"	"Blokkleiligheter"	"2006K3"	21541	30
"0104 Moss (-2019)"	"Blokkleiligheter"	"2006K4"	20839	15
"0104 Moss (-2019)"	"Blokkleiligheter"	"2007K1"	22106	17
"0104 Moss (-2019)"	"Blokkleiligheter"	"2007K2"	26234	21
"0104 Moss (-2019)"	"Blokkleiligheter"	"2007K3"	24191	20
"0104 Moss (-2019)"	"Blokkleiligheter"	"2007K4"	24361	26
"0104 Moss (-2019)"	"Blokkleiligheter"	"2008K1"	25658	29
"0104 Moss (-2019)"	"Blokkleiligheter"	"2008K2"	22991	34
"0104 Moss (-2019)"	"Blokkleiligheter"	"2008K3"	24744	29
"0104 Moss (-2019)"	"Blokkleiligheter"	"2008K4"	23020	13
"0104 Moss (-2019)"	"Blokkleiligheter"	"2009K1"	22364	23
"0104 Moss (-2019)"	"Blokkleiligheter"	"2009K2"	24440	37
"0104 Moss (-2019)"	"Blokkleiligheter"	"2009K3"	23563	35
"0104 Moss (-2019)"	"Blokkleiligheter"	"2009K4"	25835	26
"0104 Moss (-2019)"	"Blokkleiligheter"	"2010K1"	23561	29
"0104 Moss (-2019)"	"Blokkleiligheter"	"2010K2"	25142	42
"0104 Moss (-2019)"	"Blokkleiligheter"	"2010K3"	24336	35
"0104 Moss (-2019)"	"Blokkleiligheter"	"2010K4"	25109	29
"0104 Moss (-2019)"	"Blokkleiligheter"	"2011K1"	25589	33
"0104 Moss (-2019)"	"Blokkleiligheter"	"2011K2"	24134	33
"0104 Moss (-2019)"	"Blokkleiligheter"	"2011K3"	26565	29
"0104 Moss (-2019)"	"Blokkleiligheter"	"2011K4"	25866	44
"0104 Moss (-2019)"	"Blokkleiligheter"	"2012K1"	26752	22
"0104 Moss (-2019)"	"Blokkleiligheter"	"2012K2"	28323	39
"0104 Moss (-2019)"	"Blokkleiligheter"	"2012K3"	28189	37
"0104 Moss (-2019)"	"Blokkleiligheter"	"2012K4"	25966	34
"0104 Moss (-2019)"	"Blokkleiligheter"	"2013K1"	28910	41
"0104 Moss (-2019)"	"Blokkleiligheter"	"2013K2"	31311	43
"0104 Moss (-2019)"	"Blokkleiligheter"	"2013K3"	29961	42
"0104 Moss (-2019)"	"Blokkleiligheter"	"2013K4"	28480	25
"0104 Moss (-2019)"	"Blokkleiligheter"	"2014K1"	29319	33
"0104 Moss (-2019)"	"Blokkleiligheter"	"2014K2"	31188	46
"0104 Moss (-2019)"	"Blokkleiligheter"	"2014K3"	31861	48
"0104 Moss (-2019)"	"Blokkleiligheter"	"2014K4"	31066	33
"0104 Moss (-2019)"	"Blokkleiligheter"	"2015K1"	33971	33
"0104 Moss (-2019)"	"Blokkleiligheter"	"2015K2"	34016	38
"0104 Moss (-2019)"	"Blokkleiligheter"	"2015K3"	35658	30
"0104 Moss (-2019)"	"Blokkleiligheter"	"2015K4"	33749	29
"0104 Moss (-2019)"	"Blokkleiligheter"	"2016K1"	34428	38
"0104 Moss (-2019)"	"Blokkleiligheter"	"2016K2"	38790	40
"0104 Moss (-2019)"	"Blokkleiligheter"	"2016K3"	38553	41
"0104 Moss (-2019)"	"Blokkleiligheter"	"2016K4"	42168	33
"0104 Moss (-2019)"	"Blokkleiligheter"	"2017K1"	41020	36
"0104 Moss (-2019)"	"Blokkleiligheter"	"2017K2"	41039	44
"0104 Moss (-2019)"	"Blokkleiligheter"	"2017K3"	40736	36
"0104 Moss (-2019)"	"Blokkleiligheter"	"2017K4"	42978	35
"0104 Moss (-2019)"	"Blokkleiligheter"	"2018K1"	45641	23
"0104 Moss (-2019)"	"Blokkleiligheter"	"2018K2"	41119	52
"0104 Moss (-2019)"	"Blokkleiligheter"	"2018K3"	44154	41
"0104 Moss (-2019)"	"Blokkleiligheter"	"2018K4"	41506	41
"0104 Moss (-2019)"	"Blokkleiligheter"	"2019K1"	45267	36
"0104 Moss (-2019)"	"Blokkleiligheter"	"2019K2"	44991	57
"0104 Moss (-2019)"	"Blokkleiligheter"	"2019K3"	46947	32
"0104 Moss (-2019)"	"Blokkleiligheter"	"2019K4"	47463	39
"0104 Moss (-2019)"	"Blokkleiligheter"	"2020K1"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2020K2"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2020K3"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2020K4"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2021K1"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2021K2"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2021K3"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2021K4"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2022K1"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2022K2"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2022K3"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2022K4"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2023K1"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2023K2"	.	.
"0104 Moss (-2019)"	"Blokkleiligheter"	"2023K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2006K1"	12060	79
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2006K2"	12353	105
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2006K3"	13273	103
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2006K4"	13361	73
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2007K1"	13348	76
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2007K2"	14197	104
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2007K3"	15103	93
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2007K4"	14766	106
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2008K1"	15357	69
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2008K2"	14850	112
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2008K3"	15524	79
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2008K4"	14091	61
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2009K1"	13672	63
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2009K2"	14310	95
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2009K3"	14448	97
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2009K4"	14237	106
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2010K1"	14669	79
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2010K2"	14762	101
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2010K3"	14783	91
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2010K4"	15270	87
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2011K1"	15194	91
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2011K2"	15936	121
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2011K3"	16021	103
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2011K4"	15304	111
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2012K1"	15757	92
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2012K2"	16183	101
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2012K3"	16724	92
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2012K4"	17752	74
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2013K1"	17716	75
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2013K2"	17714	104
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2013K3"	17776	85
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2013K4"	16898	80
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2014K1"	17844	91
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2014K2"	18049	109
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2014K3"	18019	90
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2014K4"	17636	88
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2015K1"	17919	75
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2015K2"	19117	100
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2015K3"	19899	80
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2015K4"	19618	67
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2016K1"	20628	61
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2016K2"	20697	117
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2016K3"	21115	83
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2016K4"	21248	83
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2017K1"	22221	84
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2017K2"	21013	103
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2017K3"	21502	85
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2017K4"	20857	88
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2018K1"	22706	59
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2018K2"	23382	127
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2018K3"	24538	93
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2018K4"	22875	92
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2019K1"	23925	87
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2019K2"	24699	129
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2019K3"	24500	103
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2019K4"	23638	94
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2020K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2020K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2020K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2020K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2021K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2021K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2021K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2021K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2022K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2022K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2022K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2022K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2023K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2023K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Eneboliger"	"2023K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2006K1"	13510	13
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2006K2"	12315	11
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2006K3"	13131	20
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2006K4"	12551	14
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2007K1"	14043	17
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2007K2"	13635	30
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2007K3"	14843	15
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2007K4"	14328	25
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2008K1"	15090	18
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2008K2"	13584	23
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2008K3"	15245	10
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2008K4"	12458	12
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2009K1"	12839	10
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2009K2"	..	9
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2009K3"	13733	18
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2009K4"	13557	18
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2010K1"	13886	10
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2010K2"	12336	13
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2010K3"	14854	17
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2010K4"	15202	13
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2011K1"	15205	13
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2011K2"	14182	18
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2011K3"	14206	19
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2011K4"	14757	13
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2012K1"	14991	12
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2012K2"	17454	18
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2012K3"	17585	16
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2012K4"	16425	17
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2013K1"	17342	14
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2013K2"	19182	14
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2013K3"	17446	15
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2013K4"	15830	14
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2014K1"	..	9
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2014K2"	16522	11
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2014K3"	20005	14
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2014K4"	21048	8
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2015K1"	21211	12
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2015K2"	20660	12
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2015K3"	17800	15
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2015K4"	20120	17
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2016K1"	..	9
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2016K2"	19792	23
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2016K3"	20461	14
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2016K4"	25972	11
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2017K1"	22736	21
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2017K2"	22178	18
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2017K3"	24842	15
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2017K4"	22207	15
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2018K1"	24257	16
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2018K2"	25082	31
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2018K3"	24778	23
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2018K4"	24279	17
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2019K1"	27034	17
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2019K2"	28085	23
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2019K3"	25425	29
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2019K4"	25945	24
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2020K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2020K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2020K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2020K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2021K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2021K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2021K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2021K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2022K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2022K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2022K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2022K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2023K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2023K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Sm�hus"	"2023K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2006K1"	18705	18
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2006K2"	16085	15
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2006K3"	17282	14
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2006K4"	19493	18
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2007K1"	19574	19
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2007K2"	..	9
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2007K3"	18548	16
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2007K4"	18256	23
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2008K1"	18919	31
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2008K2"	18909	25
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2008K3"	21517	15
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2008K4"	20237	11
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2009K1"	20218	16
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2009K2"	18985	19
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2009K3"	20964	12
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2009K4"	19804	10
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2010K1"	20423	19
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2010K2"	20632	16
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2010K3"	22374	14
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2010K4"	19595	10
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2011K1"	..	8
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2011K2"	22770	14
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2011K3"	26302	12
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2011K4"	21775	22
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2012K1"	23692	17
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2012K2"	22510	24
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2012K3"	21733	20
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2012K4"	22892	22
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2013K1"	24344	15
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2013K2"	24206	19
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2013K3"	28460	11
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2013K4"	23290	12
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2014K1"	26922	19
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2014K2"	23502	18
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2014K3"	26576	16
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2014K4"	26880	18
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2015K1"	29324	27
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2015K2"	28731	25
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2015K3"	26944	21
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2015K4"	28839	19
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2016K1"	29561	24
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2016K2"	29423	14
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2016K3"	30864	14
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2016K4"	31495	22
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2017K1"	33008	21
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2017K2"	31885	26
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2017K3"	34420	14
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2017K4"	33622	20
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2018K1"	32867	11
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2018K2"	33226	35
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2018K3"	34533	20
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2018K4"	35540	12
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2019K1"	37807	23
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2019K2"	38342	23
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2019K3"	37763	35
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2019K4"	35060	31
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2020K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2020K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2020K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2020K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2021K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2021K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2021K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2021K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2022K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2022K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2022K3"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2022K4"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2023K1"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2023K2"	.	.
"0105 Sarpsborg (1992-2019)"	"Blokkleiligheter"	"2023K3"	.	.
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2006K1"	12661	106
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2006K2"	14226	115
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2006K3"	14351	131
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2006K4"	14184	120
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2007K1"	14485	103
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2007K2"	16743	147
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2007K3"	15747	112
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2007K4"	15846	118
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2008K1"	16341	97
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2008K2"	16227	171
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2008K3"	15506	105
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2008K4"	14230	99
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2009K1"	14362	82
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2009K2"	15204	144
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2009K3"	15290	147
"0106 Fredrikstad (1994-2019)"	"Eneboliger"	"2009K4"	15010	115
